,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
3969,A1746,['LOW ODOR DMSO Glass 8 oz Bottle 99.995% Pharma Grade Dimethyl Sulfoxide'],SE TL10 10-Piece Test Lead Set with Alligator Clips,[771],281,['<a_150><b_188><c_0>'],<a_211><b_100><c_25>
3970,A336,"['Westek SW103CT Outdoor Swivel Photo Control', 'Westek SW103CT Outdoor Swivel Photo Control', 'Scott Rags In A Box 75260, White, 200 Shop Towels/Box, 8 Boxes/Case', 'Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG', 'Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG', 'Install Bay BVBC Vinyl Connector, Blue 16/14 Gauge (100-Bag)']","Scotch Heavy Duty Shipping Packaging Tape, 3"" Core, 1.88"" x 54.6 Yards, 6-Rolls (3850-6)","[396, 396, 1217, 216, 217, 1219]",77,"['<a_109><b_58><c_144>', '<a_109><b_58><c_144>', '<a_210><b_177><c_168>', '<a_17><b_217><c_0>', '<a_17><b_217><c_0>', '<a_67><b_140><c_199>']",<a_202><b_162><c_47>
3971,A6240,"['JawayTool Rubber Grommets Kit & Plug Wire Ring Assortment Set Electrical Gasket Tools - 180 - Pieces', 'Arctic Silver AA-14G Alumina 14g Thermal Compound Paste Grease Syringe NEW', 'SMAKN 10 Pcs Colorful Insulating Alligator Clip Test Lead Cable 55cm', 'SEOH Thermometer Red Spirit Total Immersion -10 to 60C 20 to 140F Dual Scale', 'Monoprice Hook & Loop Fastening Tape 5 yard/roll, 0.75-inch - Blue (105830)', 'Yosoo 5Pcs HSS CNC Lathe Straight Shank 4 Flute End Mill Cutter Drill Bit Tool 4/6/8/10/12mm']","Remington Industries 36SNSP.25 36 AWG Magnet Wire, Enameled Copper Wire, 4 oz, 0.0055"" Diameter, 3193' Length, Natural","[1065, 2891, 1762, 1530, 151, 3009]",2642,"['<a_71><b_244><c_200>', '<a_79><b_155><c_71>', '<a_211><b_35><c_167>', '<a_107><b_200><c_80>', '<a_68><b_98><c_239>', '<a_193><b_169><c_159>']",<a_251><b_228><c_110>
3972,A4910,"['3M Foil Tape 3381 Silver, 1.88 in x 50 yd 2.7 mil (Pack of 1)', 'O-Cedar Multi-Use Scrunge Scrub Sponge (Pack of 6)']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[648, 680]",181,"['<a_202><b_221><c_59>', '<a_24><b_38><c_244>']",<a_107><b_93><c_0>
3973,A6697,"['Spectra PAR12-02 Parker Laboratories 360 Electrode Gel, 2 oz. Tube', 'Philips Sonicare HealthyWhite+ electric rechargeable toothbrush, HX8911', 'Shoe GOO&reg; Adhesive, 3.7 fl oz']",Bob Smith Industries BSI-157H Maxi Cure/Insta-Set Combo Pack (3 oz. Combined),"[1995, 269, 1788]",2096,"['<a_44><b_4><c_61>', '<a_24><b_20><c_0>', '<a_122><b_52><c_0>']",<a_99><b_13><c_12>
3974,A4500,"['Hoover SteamVac Hose for F6 Series 43436023 90001334', 'Hoover SteamVac Hose for F6 Series 43436023 90001334', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'CMS Magnetics Super Strong 1&rdquo; Neodymium Cube Magnet &ndash; Storage Box Included for Added Safety', 'American Educational Clear Borosilicate Glass 1000mL Bomex Filtering Flask', 'LAB SCOOP Stainless steel, 6"" long 3pk', 'Dow Corning Vacuum Lubricant 5.3oz Tube']","SPACECARE 4 Pack of 2"" Swivel Caster Blue Polyurethane Wheels Base with Brake Top Plate Double Ball","[3239, 3239, 182, 3400, 2820, 2409, 1708]",2325,"['<a_24><b_130><c_51>', '<a_24><b_130><c_51>', '<a_107><b_93><c_0>', '<a_251><b_212><c_99>', '<a_94><b_242><c_43>', '<a_229><b_245><c_222>', '<a_173><b_202><c_249>']",<a_87><b_47><c_119>
3975,A1506,"['Vktech 150pcs 2:1 Heat Shrink Tubing Tube Sleeving Wire Cable 8 Sizes 2-13mm Black', 'TEMO 10 inch (25cm) long Diamond Coated FLAT FILE grit 60 coarse', 'KORAD KA3005D - Precision Variable Adjustable 30V, 5A DC Linear Power Supply Digital Regulated Lab Grade', 'Torin Big Red Hydraulic Bottle Jack, 50 Ton Capacity']","New Matter MOD-t Desktop 3D Printer | Built-In WiFi, Easy to Use, Safe and Quiet","[619, 1890, 1622, 381]",2844,"['<a_228><b_18><c_189>', '<a_52><b_112><c_209>', '<a_30><b_149><c_236>', '<a_87><b_37><c_190>']",<a_197><b_66><c_88>
3976,A4278,"['Shop Fox D3229 Magnetic Vise Jaws, 3-1/2-Inch', 'Strenco 1"" Self Adhesive Black Hook and Loop 5 yards Sticky Back Tape Fastener 15 feet - Light Weight', 'Loctite Ultra Gel Control Super Glue 4-Gram (1363589)', 'Wilton 11694 4-Inch Cross Slide Drill Press Vise', 'ATP Vinyl-Flex PVC Food Grade Plastic Tubing, Clear, 1/2"" ID x 5/8"" OD, 100 feet Length', 'Smartbuy 1.75mm Green PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm', 'BIQU MK10 M7 0.4mm Extruder Brass Nozzle Print Head for Makerbot 2 RepRap 1.75mm Filament 3D Printer (Pack of 5pcs)']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Green","[2381, 568, 59, 1069, 1666, 3601, 2474]",164,"['<a_193><b_43><c_179>', '<a_206><b_0><c_144>', '<a_165><b_214><c_30>', '<a_193><b_53><c_235>', '<a_228><b_40><c_163>', '<a_223><b_96><c_160>', '<a_91><b_29><c_195>']",<a_223><b_20><c_165>
3977,A5822,"['iRobot Roomba 770 Robotic Vacuum Cleaner', 'IPG Iron Grip 17 Mil Heavy Duty Duct Tape 1.88"" x 35 yd, Black', 'Oreck Commercial XL Commercial Upright Vacuum Cleaner, XL2100RHS', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Copper","[2351, 2259, 544, 1847]",3136,"['<a_24><b_91><c_229>', '<a_202><b_182><c_42>', '<a_24><b_102><c_186>', '<a_223><b_20><c_170>']",<a_223><b_198><c_213>
3978,A4398,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'DuPont Teflon Non-Stick']",DuPont Teflon Non-Stick,"[181, 181, 182, 139]",774,"['<a_107><b_93><c_0>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>', '<a_197><b_204><c_0>']",<a_197><b_204><c_0>
3979,A6564,"['3M 08946 Clear Silicone Paste - 8 oz.', 'Drill America DWT Series Qualtech High-Speed Steel Round Adjustable Threading Die, 1-1/2"" Diameter, 11/16""-18 Size (Pack of 1)', 'Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon', 'Fluke 62 MAX Infrared Thermometer, AA Battery, -20 to +932 Degree F Range with a NIST-Traceable Calibration Certificate with Data', 'Lexan Sheet - Polycarbonate - .118"" - 1/8"" Thick, Clear, 12"" x 12"" Nominal']",Loctite 19269 7649 Primer N Activator,"[552, 339, 40, 1853, 3105]",1743,"['<a_99><b_96><c_225>', '<a_224><b_188><c_21>', '<a_173><b_93><c_124>', '<a_107><b_73><c_114>', '<a_79><b_45><c_74>']",<a_165><b_150><c_179>
3980,A3927,"['WAGO 222-413 LEVER-NUTS 3 Conductor Compact Connectors', 'Rapidair 50200 Equal Tee Fitting with 1/2-Inch Tubing', 'uxcell 660V 20A 6 Terminals 4 Positions Rotary Cam Changeover Switch']","Durachoice 3/8"" Mini Brass Ball Valve - Chrome Plated Female x Male NPT","[765, 848, 3418]",1905,"['<a_67><b_162><c_49>', '<a_108><b_86><c_226>', '<a_236><b_251><c_159>']",<a_108><b_114><c_177>
3981,A1188,"['Ade Advanced Optics Anti-F Fahrenheit ATC Glycol Antifreeze/Battery Fluid Refractometer', 'econoLED 16ft USB Waterproof Endoscope Borescope Inspection Camera', 'Kreg SML-F125-100 1-1/4-Inch 7-Fine Washer-Head Pocket Screws, 100-Count', '5mm Black Plastic LED Holders x50', 'Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)', 'Oatey 30203 Dark Cutting Oil, Speed Threading, 16-Ounce', 'Oatey 30203 Dark Cutting Oil, Speed Threading, 16-Ounce']",Barge All Purpose Cement,"[1880, 1800, 2491, 2549, 152, 860, 860]",1281,"['<a_107><b_81><c_235>', '<a_180><b_226><c_182>', '<a_224><b_238><c_35>', '<a_73><b_150><c_215>', '<a_228><b_113><c_68>', '<a_173><b_192><c_144>', '<a_173><b_192><c_144>']",<a_206><b_20><c_124>
3982,A2210,"['J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.', 'Bessey BV-NVJ Multi-Purpose Vise Jaws (Jaws Only)', 'HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.125"" Thickness, 12"" Width, 24"" Length', 'HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.250"" Thickness, 12"" Width, 12"" Length', '4"" x 6"" 4 Mil (Heavy Duty) Plymor Brand Zipper Reclosable Storage Bags, DispenserBag Pack of 100']","Halulu 8"" x 10"" Resealable Poly Bags Reclosable Plastic Bags Zip Bags, Clear, 2 Mil, Pack of 100","[675, 33, 499, 500, 723]",1122,"['<a_165><b_59><c_69>', '<a_193><b_97><c_87>', '<a_79><b_114><c_225>', '<a_17><b_62><c_235>', '<a_210><b_219><c_140>']",<a_210><b_54><c_219>
3983,A2232,"['3M Silver Foil Tape 3340, 2-1/2"" x 50 yd, 4.0 mil', 'J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.', '3-IN-ONE  Multi-Purpose PTFE Lubricant, 4 OZ', 'Deflecto Early Warning Road Safety Triangle Kit, Reflective, 3-Pack (73-0711-00)', 'Superior Pump 99555 Universal Check Valve, Plastic, Fits all 1-1/4-Inch or 1-1/2-Inch MIP or FIP', 'Industrial & Scientific"" />', 'Forney 72747 Wire Bench Wheel Brush, Fine Crimped with 1/2-Inch and 5/8-Inch Arbor, 6-Inch-by-.008-Inch']","Silica Gel Desiccant Packets by LotFancy, 5 Gram, Pack of 60, Safe Moisture Absorbing Drying Bulk Bags","[1927, 675, 184, 1479, 1579, 115, 1022]",3188,"['<a_202><b_10><c_240>', '<a_165><b_59><c_69>', '<a_173><b_187><c_145>', '<a_15><b_65><c_246>', '<a_108><b_28><c_178>', '<a_233><b_203><c_160>', '<a_193><b_178><c_200>']",<a_206><b_193><c_233>
3984,A6259,"['3M Vetbond Tissue Adhesive, 3ml Bottles w/MSDS', 'Pac-Kit by First Aid Only 4-007 Non-Woven Triangular Bandage with 2 Fastening Hooks, 56"" Length x 40"" Width', 'First Aid Only Splinter Out, 10 Per Box', 'Pac-Kit by First Aid Only 90358 Pour Woundseal Blood Clotting Powder Pack (Box of 2)']","Adult & Infant CPR Mask Combo Kit with 2 Valves, MCR Medical","[192, 2588, 2793, 2404]",3041,"['<a_99><b_241><c_165>', '<a_206><b_95><c_211>', '<a_44><b_124><c_167>', '<a_44><b_38><c_230>']",<a_44><b_128><c_40>
3985,A3739,"['Flex-Drain ADP53102 Downspout Adaptor, Landscaping Drain Pipe Adapter 3 by 4 by 4-Inch', 'Scotch Aluminum Foil Tape 3311 Silver, 2 in x 10 yd 3.6 mil (Pack of 1)', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'Aluminum Tape/Aluminum Foil Tape - 1.9 inch x 150 feet (3.4 mil) - Good for HVAC, Ducts, Insulation and More', 'Rubbermaid Commercial Products FG263100GRAY Rubbermaid Commercial Round Brute Container Lid, Gray, 32G', 'Anderson Metals 56101 Brass Pipe Fitting, Barstock Tee, 1/4"" x 1/4"" x 1/4"" NPT Female Pipe', 'Anderson Metals 38116 Red Brass Pipe Fitting, 90 Degree Street Elbow, 3/4"" Female x 3/4"" Male', '3M Foil Tape 3381 Silver, 1.88 in x 50 yd 2.7 mil (Pack of 1)', 'Dixon Valve HHP2M Brass Fitting, Hex Head Plug, 1/4"" NPT Male']",Uxcell A13122300UX0934 LED Light Mounting Holders Panel (Pack of 50),"[815, 353, 119, 119, 1346, 526, 1767, 818, 648, 1772]",1239,"['<a_108><b_92><c_231>', '<a_202><b_10><c_78>', '<a_210><b_156><c_39>', '<a_210><b_156><c_39>', '<a_202><b_232><c_168>', '<a_210><b_156><c_215>', '<a_108><b_1><c_65>', '<a_108><b_1><c_154>', '<a_202><b_221><c_59>', '<a_108><b_215><c_36>']",<a_23><b_223><c_190>
3986,A5526,"['FE455 Rubber Stopper- Size 8- Drilled', 'Koehler Enterprises KE20BX 10 Piece Hose Clamp Box (Size SAE 20)', 'Funnel, Regular stem, glass, 50 OD x 50mm stem', 'SEOH Micro Borosilicate Glass Graduated Beakers (5ml, 10ml and 25ml)', 'Ginsco 100pcs Insulated Heat Shrink Waterproof Butt Connectors Wire electrical 10-22 AWG Kit']",URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,"[3028, 803, 1953, 3528, 1582]",176,"['<a_108><b_247><c_195>', '<a_71><b_204><c_57>', '<a_94><b_221><c_88>', '<a_94><b_40><c_253>', '<a_67><b_243><c_152>']",<a_17><b_80><c_8>
3987,A1747,"['TEKTON 4325 3-Inch Utility Cut-Off Wheels, 5-Piece', '4th Generation Dr Mom LED POCKET Otoscope and both Adult and Pediatric Disposable Specula Tips and Cardboard Case.', 'Bissell 9595A CleanView Bagless Vacuum with OnePass', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Fluke 1AC-A1-II VoltAlert Non-Contact Voltage Tester', 'Adult & Infant CPR Mask Combo Kit with 2 Valves, MCR Medical']","Cast Acrylic Sheet, Clear, 12"" x 12"" x 0.118"" Size","[1437, 1188, 570, 181, 181, 182, 206, 3041]",881,"['<a_197><b_171><c_73>', '<a_180><b_112><c_241>', '<a_24><b_132><c_34>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>', '<a_36><b_4><c_7>', '<a_44><b_128><c_40>']",<a_79><b_194><c_92>
3988,A1583,"['270 PCS Heat Shrink Wire Connector Kit Electrical Insulated Crimp Marine Automotive Terminals Set', '3M(TM) Scotchlok(TM) Electrical IDC Connector 560B, Blue, 18&ndash;16AWG solid/stranded, 14AWG stranded, 100ct', 'Colgate Cavity Protection Toothpaste with Fluoride - 1 ounce (24 Pack)', 'Ginsco 110pcs Female Blue 16-14 Gauge Nylon Fully-Insulated Quick Disconnects Wiring Spade Wire Crimp Terminal', 'Ginsco 108pcs Insulated Heat Shrink Waterproof Butt Connectors Wire electrical 14-16 AWG Kit Blue', 'Ginsco 110pcs Male Blue 16-14 Gauge Nylon Fully-Insulated Quick Disconnects Wiring Spade Wire Connector Crimp Terminal', 'Ginsco 110pcs Female Red 22-18 Gauge Nylon Fully-Insulated Quick Disconnects Wiring Spade Wire Connector Crimp Terminal', 'Ginsco 110pcs Male Red 22-18 Gauge Nylon Fully-Insulated Quick Disconnects Wiring Spade Wire Connector Crimp Terminal']",PRO 1 Fuel Line Hose 1/4 Inch Inside Diameter X 25 Feet Length NRB/PVCC SAE30R6,"[1744, 2522, 150, 2895, 2835, 2896, 2897, 2431]",416,"['<a_17><b_96><c_187>', '<a_67><b_74><c_205>', '<a_66><b_78><c_36>', '<a_67><b_23><c_10>', '<a_67><b_126><c_54>', '<a_67><b_23><c_62>', '<a_67><b_23><c_175>', '<a_67><b_23><c_39>']",<a_228><b_75><c_44>
3989,A4891,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']",VIVOSUN 6 Inch 440 CFM Inline Duct Ventilation Fan with Variable Speed Controller,"[181, 181, 182]",2807,"['<a_107><b_93><c_0>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>']",<a_158><b_91><c_208>
3990,A5900,"['WD-40 Specialist&nbsp; Spray and Stay Gel Lubricant No-Drip Formula with SMART STRAW&nbsp;SPRAYS 2 WAYS, 10 OZ', 'T-Rex 241309 Shurtech Ferociously Strong Tape, 12 Yd L X 1.88 in W, 1-Roll, 12 Yards, Gunmetal Gray', 'Jonard Tools Mid Span Slitter (1.2mm-3.3mm)']","Industrial & Scientific"" />","[525, 278, 2180]",523,"['<a_173><b_98><c_193>', '<a_202><b_118><c_74>', '<a_159><b_169><c_154>']",<a_15><b_138><c_46>
3991,A743,"['Wixey WR300 Digital Angle Gauge', 'Hoover Max Extract 77 Multi-Surface Pro Hardwood Floor and Carpet Cleaner Machine FH50240', 'Science Purchase Disposable Luer-Slip Tip 3mL Syringe, Sterile without Needle, 100 Count', 'Arrow Fastener 259 Genuine T25/T2025 9/16-Inch Staples, 1,000-Pack', '1-1/8"" Blk Coarse Thread Drywall Screw W/ Bugle Head 1# Box']",Loctite Liquid Professional Super Glue  20-Gram Bottle (1365882),"[25, 1404, 191, 2022, 1975]",202,"['<a_104><b_196><c_96>', '<a_24><b_94><c_25>', '<a_150><b_109><c_100>', '<a_42><b_251><c_218>', '<a_224><b_84><c_49>']",<a_165><b_15><c_16>
3992,A4880,"['Sparco Sealing Tape Transparent Heavy Duty, 48mm x 50m, 6 Rolls (60041)', 'Miller Electric 229895 Gage, Wire Metal Sizes']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[1210, 415]",181,"['<a_202><b_46><c_193>', '<a_104><b_251><c_25>']",<a_107><b_93><c_0>
3993,A6945,"['Fermtech Regular 5/16"" Auto Siphon with 8 feet of Tubing, clear, 1 piece', 'Home Brew Ohio 6382a Pectic Enzyme (powder) - 1 lb.', 'Acid Blend - 8 oz.']",Yeast Nutrient - 8 oz.,"[1934, 1727, 1715]",3503,"['<a_52><b_216><c_222>', '<a_150><b_81><c_248>', '<a_150><b_48><c_173>']",<a_150><b_94><c_104>
3994,A7248,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",[562],1850,['<a_223><b_198><c_37>'],<a_223><b_198><c_182>
3995,A2335,"['Seville Classics Commercial NSF Stainless Steel Top Worktable 49 x 24 inches', 'System Three Resins Rotfix Wood Restoration Rot Repair, 24-Ounce', 'System Three 1-Quart SculpWood Moldable Epoxy Putty, 90301', 'System Three Resins Rotfix Wood Restoration Rot Repair, 24-Ounce', 'System Three 1-Quart SculpWood Moldable Epoxy Putty, 90301', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[1653, 1199, 3259, 1199, 3259, 181]",181,"['<a_109><b_106><c_6>', '<a_99><b_132><c_123>', '<a_165><b_6><c_142>', '<a_99><b_132><c_123>', '<a_165><b_6><c_142>', '<a_107><b_93><c_0>']",<a_107><b_93><c_0>
3996,A3408,"['Nicholson File and Rasp Cleaner, 10"" Length (Pack of 1)', 'JVCC EL7566-AW Synthetic Rubber Electrical Tape, 3 in. x 66 ft. (72mm x 20m), Black', 'OOK 50683 1-1/4-Inch Vinyl Mug Hooks Tidy Tins, White, 15-Piece (1 Pack)', 'General Tools 196 Hand Reamer And Countersink, 3/4-Inch', 'Kreg SML-C2B-250 Blue-Kote Weather Resistant Pocket Hole Screws - 2"", 8 Coarse, Washer Head, 250 count', 'Ginsco 160pcs Nylon Fully Insulated Male / Female Spade Wire Crimp Quick Disconnects Wire Terminals Connector Set']","Neiko 50432A Nylon Lock Nut Assortment Kit with Carrying Case, 150 Pieces | SAE","[510, 155, 2591, 1118, 721, 2047]",400,"['<a_193><b_240><c_248>', '<a_202><b_249><c_24>', '<a_14><b_249><c_252>', '<a_193><b_19><c_114>', '<a_224><b_230><c_193>', '<a_67><b_204><c_49>']",<a_224><b_117><c_16>
3997,A1990,"['Philips Sonicare Powerup Pink', 'Philips Sonicare HealthyWhite+ electric rechargeable toothbrush, HX8911', 'Brute 2632 RED 22"" Diameter x 27-1/4"" Height, 32 gallon Red LLDPE Heavy-Duty Round Container without Lid (6 per Carton)', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)']","Gorilla Carts GOR6PS Heavy-Duty Poly Yard Dump Cart with 2-In-1 Convertible Handle, 1,200-Pound Capacity, Black","[2621, 269, 1175, 119, 119, 119, 119]",270,"['<a_24><b_207><c_0>', '<a_24><b_20><c_0>', '<a_210><b_69><c_1>', '<a_210><b_156><c_39>', '<a_210><b_156><c_39>', '<a_210><b_156><c_39>', '<a_210><b_156><c_39>']",<a_87><b_135><c_129>
3998,A5947,"['Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing', 'Amprobe TL35B Test Leads with Alligator Clips', 'Nylon Tube Brush Set Nylon Cleaning Brushes 20 pieces for Drinking Straws Glasses Keyboards Jewelry Cleaning,Antistatic Brushes,Beaker Cleaning Brushes', 'Gems Sensors A2012-S150 Solenoid Valve, 24 V, 60 Hz AC, 125 PSI']","Fluke 62 MAX Infrared Thermometer, AA Battery, -20 to +932 Degree F Range with a NIST-Traceable Calibration Certificate with Data","[145, 715, 1642, 1086]",1853,"['<a_17><b_14><c_32>', '<a_211><b_68><c_182>', '<a_24><b_115><c_171>', '<a_236><b_21><c_16>']",<a_107><b_73><c_114>
3999,A3515,"['Oral-B Deep Sweep Toothbrush', 'Dynarex D1415 Povidone Iodine Prep Solution USP, 16 Fluid Ounce', 'SE 70778696 Alligator Forceps, 6.5', 'iRobot Roomba 860 Robot Vacuum']","Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle","[194, 2826, 3321, 2179]",23,"['<a_24><b_141><c_73>', '<a_44><b_52><c_59>', '<a_42><b_154><c_206>', '<a_24><b_91><c_20>']",<a_202><b_100><c_73>
4000,A7486,"['ROBO 3D R1 Fully Assembled 3D Printer, 8"" x 9"" x 10"" (Discontinued)', 'MG Chemicals Wood 3D Printer Filament, 1.75mm, 0.5 Kg (1.1 lbs.) - Wood', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Transparent Green', 'Smartbuy 1.75mm Red PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm', 'Smartbuy 1.75mm Green PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm', 'ROBO 3D R1 Plus 10x9x8-Inch ABS/PLA 3D Printer, White (A1-0002-000)', '3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gold","[1575, 2059, 3095, 3663, 3601, 2145, 2659]",2152,"['<a_91><b_176><c_178>', '<a_223><b_179><c_190>', '<a_223><b_198><c_161>', '<a_223><b_96><c_2>', '<a_223><b_96><c_160>', '<a_197><b_62><c_112>', '<a_223><b_80><c_0>']",<a_223><b_198><c_100>
4001,A2989,"['Sashco Pre-Caulking Filler Rope Backer Rod Roll, 100\' Length x 3/8"" Width, Grey', 'Neiko 10197A Titanium Step Drill Bit Set, High Speed Steel | 5-Piece Set | Total 50 Sizes', 'Loctite Heavy Duty Epoxy Quick Set 8-Fluid Ounce Bottle (1365736)', 'Intertape Polymer Group 9970 Indoor Carpet Tape 1.88-Inches x 36-Yards']","XFasten Anti Slip Tape, 4-Inch by 15-Foot Pet-Safe, Hypo-Allergenic, Weather proof and Non Skid Indoor and Outdoor Safety Track Tape","[1432, 248, 1128, 436]",1641,"['<a_244><b_185><c_140>', '<a_224><b_237><c_164>', '<a_165><b_35><c_57>', '<a_202><b_175><c_175>']",<a_206><b_72><c_172>
4002,A6070,"['Prestige Medical Fluoride Scissor, Black, 7 1/2 Inch', 'Shoreline Marine GOOP, 3.7-Ounce, Clear', 'MeasuPro Laser Infared Digital Instant Read Thermometer, Blue and Grey']","Dixon FBVG100 Brass Ball Valve, 1"" NPT Female","[1531, 213, 2118]",857,"['<a_180><b_41><c_58>', '<a_122><b_156><c_152>', '<a_107><b_149><c_61>']",<a_108><b_83><c_114>
4003,A2636,"['Control Devices ST Series Brass ASME Safety Valve, 150 psi Set Pressure, 1/4"" Male NPT', 'X-Treme Tape TPE-XR1510ZLB Silicone Rubber Self Fusing Tape, 1.5"" x 10\', Rectangular, Black', 'GemRed 82413 Digital Protractor Angle Finder Gauge Inclinometer with Backlight and Magnetic Base IP65', 'Kimberly-Clark Kimtech Science Kimwipes Delicate Task Disposable Wiper, 8-25/64"" Length x 4-25/64"" Width, White (Pack of 3)', 'Anderson Metals Brass Hose Fitting, Connector, 5/16"" Barb x 3/8"" Male Pipe']","Anderson Metals Brass Hose Fitting, Connector, 3/4"" Barb x 3/4"" Male Pipe","[2228, 2045, 509, 1626, 225]",226,"['<a_197><b_200><c_115>', '<a_202><b_198><c_10>', '<a_17><b_203><c_23>', '<a_210><b_12><c_17>', '<a_108><b_88><c_41>']",<a_108><b_244><c_216>
4004,A6945,"['Fermtech Regular 5/16"" Auto Siphon with 8 feet of Tubing, clear, 1 piece', 'Home Brew Ohio 6382a Pectic Enzyme (powder) - 1 lb.', 'Acid Blend - 8 oz.', 'Yeast Nutrient - 8 oz.', 'Plastic Spring Tip Bottle Filler']",Bentonite - 8 oz.,"[1934, 1727, 1715, 3503, 2778]",147,"['<a_52><b_216><c_222>', '<a_150><b_81><c_248>', '<a_150><b_48><c_173>', '<a_150><b_94><c_104>', '<a_150><b_150><c_226>']",<a_150><b_240><c_128>
